epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
158,28446,0.65331,0.444,0.99885,0.95234,0.84857,0.88384,0.68342,0.83248,0.43304,0.98613,0.0022285,0.0022285,0.0022285
159,28617.9,0.65407,0.43462,0.99492,0.94992,0.84934,0.88316,0.68303,0.83126,0.43246,0.98584,0.002179,0.002179,0.002179
160,28796.1,0.65793,0.46074,0.99244,0.95284,0.85062,0.88603,0.68369,0.8315,0.43092,0.98487,0.0021295,0.0021295,0.0021295
161,28969.8,0.64924,0.43119,0.99254,0.94614,0.85366,0.88419,0.68386,0.8312,0.4313,0.98511,0.00208,0.00208,0.00208
162,29148.7,0.65996,0.43661,1.00202,0.94721,0.85284,0.88378,0.68377,0.83018,0.43016,0.98419,0.0020305,0.0020305,0.0020305
163,29327.7,0.64913,0.42985,0.98791,0.9445,0.85394,0.88376,0.68374,0.83009,0.4297,0.98449,0.001981,0.001981,0.001981
164,29505.4,0.65063,0.43059,0.9969,0.94562,0.85186,0.88361,0.68431,0.82877,0.42946,0.98496,0.0019315,0.0019315,0.0019315
165,29685.7,0.63111,0.4255,0.98307,0.9445,0.85113,0.88252,0.68438,0.82916,0.42931,0.98537,0.001882,0.001882,0.001882
166,29868.4,0.65472,0.43213,0.99326,0.94455,0.85398,0.88257,0.68567,0.82636,0.4279,0.98459,0.0018325,0.0018325,0.0018325
167,30044,0.66843,0.43929,0.99815,0.94574,0.85196,0.88133,0.68553,0.82647,0.42749,0.98443,0.001783,0.001783,0.001783
168,30224.4,0.64622,0.42439,0.9959,0.9502,0.84923,0.88073,0.68497,0.8249,0.42752,0.98402,0.0017335,0.0017335,0.0017335
169,30400.5,0.64116,0.42403,0.99051,0.95712,0.84572,0.88105,0.68647,0.82307,0.4254,0.98345,0.001684,0.001684,0.001684
170,30581.3,0.64133,0.42169,0.98299,0.95557,0.845,0.8819,0.6868,0.82272,0.42556,0.98299,0.0016345,0.0016345,0.0016345
171,30760.8,0.6496,0.42135,0.99176,0.95459,0.84839,0.88218,0.68703,0.82161,0.42532,0.98213,0.001585,0.001585,0.001585
172,30943.2,0.62685,0.42313,0.98324,0.95286,0.84983,0.88241,0.68773,0.82214,0.42505,0.98156,0.0015355,0.0015355,0.0015355
173,31123.1,0.63549,0.42398,0.98537,0.95594,0.84872,0.88282,0.68774,0.82141,0.42438,0.98081,0.001486,0.001486,0.001486
174,31307.2,0.63278,0.40577,0.9815,0.959,0.85014,0.88281,0.68631,0.82225,0.42443,0.9808,0.0014365,0.0014365,0.0014365
175,31488.7,0.63001,0.41779,0.98419,0.95911,0.85011,0.88305,0.68684,0.82161,0.4236,0.98005,0.001387,0.001387,0.001387
176,31665.9,0.64131,0.40893,0.98184,0.9562,0.85154,0.88324,0.68764,0.82029,0.4229,0.97902,0.0013375,0.0013375,0.0013375
177,31845.8,0.62726,0.40526,0.9844,0.95681,0.85349,0.88359,0.68681,0.81973,0.42189,0.97856,0.001288,0.001288,0.001288
178,32022.6,0.63193,0.41124,0.97908,0.95368,0.85392,0.88406,0.68717,0.81945,0.42247,0.97876,0.0012385,0.0012385,0.0012385
179,32199.5,0.62066,0.4039,0.98712,0.95876,0.84972,0.884,0.68774,0.8182,0.42308,0.97873,0.001189,0.001189,0.001189
180,32376.7,0.62898,0.40715,0.98109,0.95862,0.85212,0.88378,0.68841,0.818,0.42254,0.97827,0.0011395,0.0011395,0.0011395
181,32559.4,0.62606,0.40759,0.98172,0.9549,0.85342,0.88496,0.68882,0.81733,0.42277,0.97803,0.00109,0.00109,0.00109
182,32737.6,0.62121,0.4089,0.97724,0.9567,0.8521,0.88487,0.68842,0.81768,0.42212,0.97786,0.0010405,0.0010405,0.0010405
183,32918,0.63733,0.45251,0.98242,0.9559,0.85185,0.88509,0.68904,0.81719,0.42274,0.97773,0.000991,0.000991,0.000991
